x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanAllObsAttacks,upAllObsAttacks,lowAllObsAttacks,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
861,11181111.44,14913150.127378207,7449072.752621792,9108830.09,12294147.450826861,5923512.729173139,12121660.36,16091686.278498394,8151634.441501604,10697499.36,14299548.567770725,7095450.152229274,10845837.73,14581935.15561663,7109740.30438337,9170847.86,11950107.550556231,6391588.1694437675,9237687.04,12188694.680293009,6286679.3997069895
871,9822282.83,13108829.034012683,6535736.625987317,8228290.65,11033179.186431887,5423402.113568114,10451923.26,14167199.058305342,6736647.461694659,9323028.39,12447700.819411533,6198355.960588468,9953607.21,13279259.681866985,6627954.738133018,8606323.64,11246678.75109819,5965968.528901811,8559905.39,11224828.331825547,5894982.448174455
881,10117651.74,14153533.004549388,6081770.475450613,8218049.22,11134980.951105641,5301117.488894358,11192903.04,15740361.636331638,6645444.44366836,10073679.23,14087659.495389001,6059698.964610999,10396125.05,14445083.797178108,6347166.302821892,9387822.65,12402179.276543166,6373466.023456833,8166007.89,10907236.681453872,5424779.098546127
891,10177496.96,14108032.905409886,6246961.014590116,7844192.61,10757158.47907456,4931226.740925441,11341236.64,16202107.546271496,6480365.733728505,9979191.47,13824684.024414327,6133698.915585673,10653466.74,14613031.733231105,6693901.746768896,9477198.05,12716397.342563042,6237998.757436959,8857387.61,12226117.81691154,5488657.403088458
901,10980437.04,15137636.418693282,6823237.6613067165,8310915.44,11408103.88376693,5213726.99623307,11547437.99,15699345.657535607,7395530.322464393,10906104.88,15058334.286228256,6753875.473771745,11480602.57,15679832.00901632,7281373.1309836805,9933855.21,13246878.117487941,6620832.30251206,8930289.66,12152452.504651062,5708126.815348938
911,10938377.53,14926079.057093574,6950676.002906425,8904347.36,11992156.811111663,5816537.908888337,11649695.02,16556581.063035186,6742808.976964814,10659732.84,14581638.880359776,6737826.799640224,11374417.69,15384252.951301934,7364582.428698065,9482720.07,12672261.360884923,6293178.779115077,8827557.68,12098340.533685835,5556774.826314164
921,11061224.56,15408139.154867878,6714309.965132123,8448517.67,11245243.290462181,5651792.049537819,11479942.63,15935720.20002554,7024165.059974462,10818648.09,15079277.504882874,6558018.675117126,11251976.99,15478404.370569337,7025549.609430663,9527742.47,12553308.289044803,6502176.650955198,8088245.58,11101636.857795378,5074854.302204622
931,11511498.16,15730961.131177723,7292035.188822278,9317633.45,12447160.883980833,6188106.016019165,11454865.18,15876897.313517915,7032833.046482084,10909124.34,14870684.178112851,6947564.501887148,11609056.91,15741398.625299923,7476715.194700077,10139536.24,13436653.547931079,6842418.932068921,8749023.85,12173640.388239965,5324407.311760034
941,11126661.79,15463427.419956777,6789896.16004322,9560997.36,13230015.471917965,5891979.248082033,10849395.62,15171947.791353751,6526843.448646247,10749442.68,14924888.30591166,6573997.054088339,11020239.49,15256449.082590409,6784029.897409591,11000199.6,14846360.469723215,7154038.730276784,9006301.45,12786303.556703793,5226299.343296206
951,11181719.82,15622221.588235606,6741218.051764396,9271538.33,12952178.115045603,5590898.544954397,10889691.64,15383501.239644052,6395882.040355949,10689673.91,14829112.52338368,6550235.2966163205,10792692.43,15116381.369817866,6469003.490182133,10378952.98,14234107.039351527,6523798.920648475,9359673.79,13464847.44853366,5254500.131466338
961,11349886.97,15666887.429071054,7032886.510928947,9149984.66,12689702.397329925,5610266.922670076,11698335.71,16236934.691559514,7159736.728440488,10977457.22,15053209.096405894,6901705.343594108,11127041.53,15230874.130490642,7023208.929509357,10412613.17,14137485.58757965,6687740.752420349,9210753.27,13044492.466981523,5377014.073018476
971,10328484.73,14081529.183898669,6575440.276101333,8290857.39,11278759.265901798,5302955.514098201,11940816.87,16892432.099095106,6989201.640904892,9991529.91,13492131.054284828,6490928.7657151725,10380225.64,14220067.933614317,6540383.346385684,10131187.61,13567379.79160697,6694995.428393028,9161198.62,12633253.240861814,5689143.999138184
981,10753334.47,14920909.545756087,6585759.394243915,7944163.11,10937335.31371839,4950990.906281611,10756986.18,15262631.418101909,6251340.941898091,10168105.48,13942782.004615463,6393428.955384537,10898664.87,15139283.071328763,6658046.668671236,9501489.28,12777057.760345055,6225920.799654944,8795071.63,12255675.695657942,5334467.56434206
991,11568623.67,16185294.114631008,6951953.2253689915,8949699.07,12357871.426026482,5541526.7139735175,11181808.95,15632649.33289145,6730968.56710855,11273636.74,15703590.254464276,6843683.225535724,11411010.53,15910785.851596955,6911235.208403043,10690822.91,14189931.045475934,7191714.774524066,9668334.0,13374036.126758724,5962631.873241275
1001,11145739.48,15608576.17980055,6682902.780199451,8980148.54,12322696.909584874,5637600.170415124,11458612.87,16149938.558992676,6767287.181007322,11127876.22,15531599.434062127,6724153.005937875,11363762.81,15764285.888564104,6963239.731435897,10772263.17,14412827.137419187,7131699.202580814,9953627.35,13713205.79141527,6194048.908584728
1011,11158215.25,15520578.118019257,6795852.381980744,9853342.16,13285201.457211848,6421482.862788153,11545661.23,15927239.800190166,7164082.659809836,11273447.63,15611107.778986633,6935787.481013368,11530463.22,15938657.553864766,7122268.886135236,11244762.67,14941930.415903576,7547594.924096423,10301437.49,14032461.671745332,6570413.3082546685
1021,10672454.64,14987184.584983472,6357724.6950165285,10033250.31,13522496.798853926,6544003.821146076,10739185.56,15354542.669716822,6123828.450283179,10959800.51,15283107.295749431,6636493.724250568,10965836.81,15330226.360441271,6601447.259558731,11078844.68,14775547.015895905,7382142.344104094,9945201.77,13596371.572255151,6294031.967744848
1031,10250520.17,14552974.490454953,5948065.849545046,9862618.66,13311751.065987252,6413486.254012749,10944039.42,16169469.503686598,5718609.336313402,10582316.58,14890140.199751869,6274492.960248131,10559207.66,14902895.298480317,6215520.021519684,11526765.5,15321925.745615719,7731605.254384281,9362924.57,12874440.74891739,5851408.391082611
1041,10913209.65,15639403.158201013,6187016.141798988,10049559.95,13443189.358158778,6655930.541841219,12021553.66,18252881.183816105,5790226.136183894,11159248.38,15891123.053642802,6427373.7063572,11353313.82,16075460.827989481,6631166.812010519,11201620.97,14791437.321055897,7611804.618944105,9455089.12,13008639.539152313,5901538.700847685
1051,10930792.61,15675351.842534967,6186233.377465032,10956257.66,14844709.31294125,7067806.007058751,11660293.73,17355048.066777904,5965539.393222097,11203519.62,15975638.138917219,6431401.10108278,11365584.19,16156575.65602367,6574592.723976328,11924544.7,16150765.217574175,7698324.182425822,9943825.41,14036149.344029745,5851501.475970255
1061,11228544.49,15265114.862427015,7191974.117572985,10858446.15,14365524.448653154,7351367.851346847,11935171.04,17097618.277668603,6772723.802331394,11558868.92,15656967.556108892,7460770.283891109,11882555.08,16069366.27359479,7695743.886405211,11248066.91,14988908.221238486,7507225.598761514,9844753.62,13448823.987146452,6240683.252853546
1071,10893676.0,14759290.661568223,7028061.338431777,10439327.69,13859005.903483186,7019649.476516812,11932998.0,17270391.651780333,6595604.348219666,11201054.99,15114386.519663773,7287723.460336228,11673360.26,15708439.015181005,7638281.504818995,10569190.83,14061489.291414965,7076892.368585035,9700013.67,13213438.758202035,6186588.581797966
1081,9712548.67,13178497.129457695,6246600.210542304,9702497.99,12781857.964628408,6623138.015371593,11392075.7,15870598.045446504,6913553.3545534955,9902006.27,13396016.109538157,6407996.430461843,10476871.55,14119294.871661175,6834448.228338826,10269009.34,13535352.153147906,7002666.526852095,9062776.16,12094078.022521008,6031474.297478993
1091,9680657.93,13212266.126987474,6149049.733012525,9314089.83,12452584.734545821,6175594.925454179,11554929.46,15962332.15124214,7147526.768757862,9769373.03,13329251.904913405,6209494.155086594,10183497.38,13796142.200351268,6570852.5596487345,10370556.0,13709957.02991191,7031154.970088092,8866918.65,12016567.017879661,5717270.282120339
1101,10110742.61,13862198.99369564,6359286.226304359,9633806.45,12806265.577549545,6461347.322450453,12110674.46,17040908.66995135,7180440.25004865,10322792.52,14128792.521978144,6516792.518021856,10262291.6,14021868.861630056,6502714.338369943,11186642.64,14719304.102660172,7653981.177339829,9052476.63,12236269.809534177,5868683.4504658235
1111,9932700.09,13739930.36265673,6125469.81734327,9273545.24,12271561.363059469,6275529.116940532,11315699.6,16053112.59646197,6578286.603538029,10043819.06,13887199.666835645,6200438.453164356,10174454.71,14015332.511134692,6333576.908865309,11294560.95,14930752.849057632,7658369.050942367,8674389.46,11805037.6194277,5543741.300572303
1121,7961643.83,10733714.282547185,5189573.377452815,9272363.8,12218522.735742649,6326204.864257352,9907864.37,13789308.068852786,6026420.671147212,8223751.03,11082091.15755161,5365410.90244839,8139509.8,10949292.459803283,5329727.140196716,9528746.45,12556057.602523029,6501435.297476969,7656193.09,10392351.751149055,4920034.428850945
1131,9663037.3,13252425.892195879,6073648.707804123,9731993.79,13157667.817704875,6306319.762295124,11691788.8,16247023.836814944,7136553.763185059,9862963.04,13514472.780862156,6211453.299137841,9887132.21,13526168.865292117,6248095.554707886,11166034.13,14829358.525489887,7502709.734510114,8636954.49,11911063.802717384,5362845.177282617
1141,10012024.97,13622859.413544513,6401190.526455487,9876779.34,13323609.71810109,6429948.96189891,11396745.71,15493995.763426559,7299495.656573443,10416171.21,14225565.189221203,6606777.2307787975,10147552.48,13922416.0708733,6372688.889126701,10791473.27,14659460.030594906,6923486.509405093,8837620.83,12188618.262879243,5486623.397120757
1151,8787247.48,11834578.627536057,5739916.332463944,9187033.76,12260208.078933228,6113859.441066771,10916422.42,15093401.63243799,6739443.207562011,9252736.63,12412328.684542075,6093144.575457928,9168543.53,12457335.782974472,5879751.277025526,9455368.7,12652230.760646073,6258506.639353925,8179284.05,11174609.659872297,5183958.440127703
1161,8719089.9,11823715.809985776,5614463.990014226,9921424.51,13476980.996343873,6365868.023656126,9956626.57,13621142.975766234,6292110.164233767,8901803.99,12022510.80685861,5781097.173141391,9106164.36,12400802.617386457,5811526.102613543,9966542.45,13565677.19151146,6367407.70848854,8437016.16,11656696.765238527,5217335.554761473
1171,8538979.88,11725865.841041258,5352093.918958744,9549710.38,12854982.449899267,6244438.310100734,9497051.29,12917749.650153492,6076352.9298465075,8933198.68,12231711.982191816,5634685.3778081825,8956080.46,12286423.807256766,5625737.112743235,9793417.55,13240740.593022497,6346094.506977504,8463840.18,11693159.717320155,5234520.642679843
1181,8634010.19,11775667.30585042,5492353.074149579,9685960.2,12983064.404819377,6388855.995180622,9614329.61,12923706.72155055,6304952.4984494485,8838970.79,12004986.208797209,5672955.371202789,8795171.35,11972272.278913446,5618070.421086553,9216173.04,12540317.74415516,5892028.335844839,8628753.31,11796375.107440114,5461131.512559887
1191,10586736.42,14087192.259825952,7086280.5801740475,10557205.84,13988963.193551108,7125448.4864488905,11608871.66,15424204.979413465,7793538.340586536,10805571.2,14305507.57421507,7305634.82578493,10686584.42,14208084.895336729,7165083.944663271,11376267.96,15086834.16113709,7665701.758862912,9950002.25,13362462.650910834,6537541.849089166
1201,11039790.98,14702196.442613296,7377385.517386704,11138198.47,14981205.233940106,7295191.7060598945,12108159.79,16334572.097480563,7881747.482519435,11697216.24,15592718.332592458,7801714.147407542,11103939.56,14822581.193336934,7385297.926663067,11724747.72,15729432.322563678,7720063.117436323,10168842.49,13767357.850986134,6570327.129013866
1211,11006039.71,14782376.907887734,7229702.512112268,11063157.44,14617134.166100172,7509180.713899827,10822400.65,14340325.083818823,7304476.216181178,10999228.41,14461859.536940724,7536597.283059278,11115296.59,14892321.234848676,7338271.945151323,11585650.91,15754312.901976822,7416988.918023178,9700351.63,13202638.990619114,6198064.269380888
1221,10416239.42,14142373.83030463,6690105.00969537,10696792.16,14321655.084001629,7071929.235998372,10149078.0,13456835.106176779,6841320.893823222,10255910.79,13548655.407739908,6963166.172260091,10454872.06,14188849.56515053,6720894.554849471,10827363.17,14812608.51928648,6842117.82071352,9017349.05,12577720.275033489,5456977.824966514
1231,10087961.36,13930306.472306356,6245616.247693642,10241235.08,13804575.34269536,6677894.817304641,9852635.23,13190352.905833315,6514917.554166686,10096522.25,13655072.692194093,6537971.807805906,10178229.98,14001358.961940505,6355100.998059497,10949878.58,14973611.21274919,6926145.9472508095,9005963.31,12627367.283860754,5384559.336139246
1241,10352098.91,14302826.040825106,6401371.779174895,10255778.75,13863893.599759668,6647663.900240332,10599291.96,14193427.980811838,7005155.939188164,10317144.8,13975261.551400892,6659028.04859911,10546783.95,14562424.466901641,6531143.433098358,10500539.62,14436496.66875689,6564582.571243109,9957519.38,13867818.202106478,6047220.557893524
1251,10031913.89,13777264.33685384,6286563.443146161,10013625.36,13436067.091025813,6591183.628974186,10152690.82,13572894.223747596,6732487.416252404,10153672.49,13634731.176072817,6672613.803927182,10424955.35,14266274.099635318,6583636.600364682,10620921.1,14488201.617046295,6753640.5829537045,9826737.59,13637673.360675868,6015801.819324133
1261,11112733.16,15164783.655069573,7060682.664930427,10397592.62,13900227.720776174,6894957.519223825,11203459.42,14876901.551390117,7530017.288609883,11064762.44,14829099.77145446,7300425.108545537,11517767.21,15749774.913375326,7285759.506624675,11288283.3,15521046.574117761,7055520.02588224,10711385.04,14780192.402633114,6642577.677366884
1271,11460995.89,15556253.708067345,7365738.071932657,10240932.53,13753749.528823435,6728115.531176562,11179014.17,15019011.058491249,7339017.281508752,11509148.35,15470579.563186454,7547717.136813546,11491073.44,15622082.991270991,7360063.888729008,11411004.98,15497655.780108979,7324354.179891022,10786639.38,14793829.185905736,6779449.574094267
1281,10605100.1,14446083.61719756,6764116.582802439,10004916.51,13450887.744648835,6558945.275351165,11159206.26,15168059.22533847,7150353.294661529,10850398.81,14580916.13368028,7119881.486319722,10660144.56,14547034.508694757,6773254.611305245,10986973.96,14987176.533773318,6986771.386226684,10839586.96,14936866.759840826,6742307.160159176
1291,10388916.0,14193664.63461263,6584167.365387371,9991795.52,13338890.62852943,6644700.41147057,10708453.46,14548380.345174363,6868526.574825639,10617704.65,14270569.268099412,6964840.031900589,10263489.92,14107444.584537495,6419535.255462504,11121661.46,14960722.01901854,7282600.900981462,10447958.31,14423407.728859179,6472508.891140822
1301,11503472.8,15552421.686043177,7454523.913956826,10383836.43,13970648.958403938,6797023.901596061,11691957.94,15738239.06256343,7645676.817436569,11758685.61,15834137.267833868,7683233.952166131,11511735.38,15632191.61742014,7391279.142579861,12312611.06,16726003.946844019,7899218.173155982,11235016.01,15413372.52045462,7056659.4995453805
1311,10638248.46,14415605.237811001,6860891.682189001,10137066.94,13598732.083865287,6675401.796134712,10632720.16,14369299.391345352,6896140.928654648,10512419.28,14154890.92264051,6869947.637359488,10490967.85,14265720.123360261,6716215.576639738,11189560.96,14962082.780999042,7417039.139000961,10750241.96,14736611.192591079,6763872.727408923
1321,11435463.82,15562504.567811219,7308423.072188782,11807637.29,15817973.163534269,7797301.416465729,11478046.53,15431195.607925393,7524897.452074606,11715371.49,15782624.631803509,7648118.3481964925,11636818.29,15849772.652976047,7423863.927023952,11858118.53,15941749.183146652,7774487.876853347,11222027.94,15492991.92935023,6951063.950649767
1331,10656113.08,14500599.369325504,6811626.790674496,10844638.43,14514088.965129107,7175187.894870892,11182965.91,15097317.56903343,7268614.250966569,10886971.87,14660655.71107158,7113288.028928418,10881177.75,14862816.881212957,6899538.618787042,11069369.22,15177997.198899636,6960741.241100365,10475407.46,14483970.644632038,6466844.275367963
1341,10448612.12,14416521.24204642,6480702.99795358,10331899.44,14127274.69208927,6536524.187910728,10405768.35,14141114.012578538,6670422.687421462,10621797.84,14470895.84627345,6772699.8337265495,10596615.29,14626244.68253581,6566985.897464188,11163108.23,15480316.053707624,6845900.406292377,10307840.26,14458900.300055493,6156780.219944507
1351,10067269.11,13685969.253939796,6448568.9660602035,9685379.7,13272326.364113249,6098433.035886751,10530308.05,14206568.93607948,6854047.163920522,10101662.19,13566003.879895307,6637320.500104692,10315918.67,14004106.698826093,6627730.641173906,10527724.24,14617023.176131248,6438425.303868753,9511345.48,13340413.672466762,5682277.287533239
1361,9468975.46,13229906.940633899,5708043.979366103,8973973.55,12234770.448757654,5713176.651242347,10281550.1,14101069.146914817,6462031.053085183,9754712.98,13459190.172878657,6050235.787121343,9547579.03,13346964.288029727,5748193.771970272,10330834.84,14602063.604020908,6059606.07597909,9437831.17,13226424.827683233,5649237.512316766
1371,9149373.14,12653340.416480621,5645405.86351938,9036283.92,12467070.225874584,5605497.614125415,10327104.42,14233395.09516629,6420813.74483371,9217008.96,12662134.383231908,5771883.536768095,9209895.45,12812759.651966233,5607031.248033765,10622205.82,14885970.301864672,6358441.338135328,8728679.33,12314381.219065756,5142977.440934244
1381,9727087.27,13731539.912673477,5722634.627326521,9321037.23,12910438.849356852,5731635.6106431475,10431206.59,14731424.74587245,6130988.434127551,9409312.78,13069873.229650408,5748752.330349591,9819402.35,13869102.955625124,5769701.744374876,10993901.01,15571903.855088528,6415898.164911471,8998533.97,12855773.94021843,5141293.999781572
1391,9340143.33,12797502.464821655,5882784.195178346,9972186.25,14104072.271815535,5840300.228184466,10317961.58,14355559.865502724,6280363.294497276,9418606.79,12855817.47519781,5981396.1048021875,9319789.36,12889389.65858133,5750189.061418669,11328262.3,16127128.685382532,6529395.9146174695,9446004.83,13584947.91096323,5307061.749036771
1401,9379318.81,12693425.96522985,6065211.654770152,10470612.05,14754644.366774505,6186579.7332254965,10859186.8,15142478.62847625,6575894.9715237515,9487599.93,12754635.414528035,6220564.445471964,9348071.98,12737333.464807443,5958810.495192558,11438434.02,16593419.729633179,6283448.310366821,9438412.75,13396192.179678239,5480633.320321761
1411,9544059.03,12857374.519296747,6230743.540703252,10215910.92,14312369.43527386,6119452.404726139,10524930.79,14528263.0424734,6521598.537526598,9760811.06,13068274.29104641,6453347.82895359,9480671.52,12808812.187202381,6152530.852797618,10615731.04,15338806.986437187,5892655.093562812,9548478.37,13570771.560002226,5526185.179997772
1421,10544930.48,14322005.606214922,6767855.353785079,11445957.36,15829369.877316924,7062544.842683075,11599815.2,16034726.766349327,7164903.633650672,11086695.34,14950788.758489415,7222601.921510585,10613764.02,14395805.352956917,6831722.687043081,10940459.5,15672542.556246456,6208376.443753543,10243482.07,14667877.095690733,5819087.044309268
1431,10336255.54,14025360.575091183,6647150.504908815,10485608.8,14859752.132374037,6111465.467625965,11599048.39,16305428.230016826,6892668.5499831755,10609534.12,14354019.119410176,6865049.1205898225,10068162.19,13745234.319405194,6391090.060594804,10776583.3,15648761.127196986,5904405.472803015,10428961.43,15143630.03710657,5714292.8228934305
1441,10573218.21,14141962.453754012,7004473.966245991,11117263.09,15621570.612480678,6612955.567519323,11675202.12,16304548.328016177,7045855.911983822,10575612.84,14141720.40319078,7009505.276809218,10282487.56,13824750.201854914,6740224.918145088,11683282.47,16579083.649998616,6787481.290001385,11039469.81,15876944.535847802,6201995.084152199
1451,9568457.42,12972056.008608311,6164858.831391688,9539826.36,13388344.395428471,5691308.324571528,11005251.31,15290198.303096555,6720304.316903446,9766806.45,13225457.668146515,6308155.231853483,9232911.2,12600029.97982565,5865792.420174348,9858488.25,14172444.387035863,5544532.1129641365,10546259.64,15062388.486465704,6030130.793534298
1461,9370020.36,12729730.55756961,6010310.162430389,8979133.97,12845888.160857558,5112379.779142443,10068803.42,14229081.538266044,5908525.301733956,9237489.87,12512309.674492355,5962670.065507643,8995632.62,12309370.20597921,5681895.03402079,9670175.15,13889523.849784601,5450826.450215399,9565334.55,13825026.468210768,5305642.6317892345
1471,9520550.49,12954974.37750858,6086126.60249142,10000507.01,14093284.419903908,5907729.600096092,10520088.1,14729674.65617574,6310501.543824259,9538059.21,12974733.617971906,6101384.802028095,9235290.03,12640986.830478583,5829593.229521415,10819174.52,15214421.258678865,6423927.781321135,9697537.46,13898993.04840485,5496081.871595151
1481,8891910.06,12190200.008867148,5593620.111132854,9626369.91,13732436.613020677,5520303.206979324,10209297.85,14339388.774263393,6079206.925736605,8557730.57,11762185.543187335,5353275.596812665,8729619.31,12130660.792942591,5328577.827057409,9352993.86,13354353.878359132,5351633.841640867,9279734.11,13268551.718539033,5290916.501460965
1491,9029804.51,12100119.208298754,5959489.811701246,10013141.8,13845716.590125855,6180567.009874147,10596673.57,14483690.09308596,6709657.046914041,8840758.54,11825078.833417438,5856438.24658256,8888224.38,12099365.18112825,5677083.578871751,9973989.38,13806198.399787493,6141780.360212508,9581676.58,13287826.298756197,5875526.861243802
1501,10026417.49,13575220.359846912,6477614.620153087,10557574.33,14675433.278425973,6439715.381574027,10889627.32,15230354.252295457,6548900.387704544,9602096.63,13002813.25443327,6201380.005566731,9605086.82,13102817.08648658,6107356.553513421,10122380.73,14350696.676134504,5894064.783865497,10060503.23,14278450.860431125,5842555.5995688755
1511,10822926.3,14428695.345206136,7217157.254793866,10972671.51,15315540.073792405,6629802.946207594,11509722.53,15874451.789767336,7144993.270232662,10370449.03,13927559.019901957,6813339.040098041,10446515.97,14061834.742451318,6831197.197548684,11269261.26,15748892.367631394,6789630.152368605,10759914.09,15050587.827480005,6469240.352519995
1521,10458081.19,14171468.464597933,6744693.915402067,10609843.15,14875220.077590883,6344466.222409118,11641373.9,16266737.896463513,7016009.903536488,9937151.26,13557329.567786708,6316972.95221329,10233521.49,14059658.909640616,6407384.070359385,11844286.89,16615158.032856345,7073415.747143657,10731771.18,15193934.254174052,6269608.105825948
1531,9881903.64,13505516.53761397,6258290.742386033,10737342.43,15309420.247022118,6165264.612977881,11377624.0,15977442.145465663,6777805.854534337,9693871.97,13246967.758707333,6140776.181292668,9500139.59,13121315.604971053,5878963.575028947,11460096.82,16174684.449064592,6745509.190935409,10238756.33,14744023.177376311,5733489.482623689
1541,10189188.48,14197200.723479297,6181176.236520703,10846685.11,15524627.078461561,6168743.1415384365,11477065.01,16318910.88756163,6635219.13243837,9827408.14,13713014.546847025,5941801.733152976,9789368.81,13780051.106901506,5798686.513098495,11286219.12,16115018.237212673,6457420.002787325,10423674.37,15159858.913313087,5687489.82668691
1551,9959231.38,14186915.930880759,5731546.829119242,11214259.3,15988482.33980821,6440036.260191792,10950867.19,15624258.013793185,6277476.366206814,9661382.42,13775852.783285392,5546912.056714607,9376562.54,13522903.527640758,5230221.55235924,10760718.19,15558912.040451407,5962524.3395485915,9872829.27,14358370.38280863,5387288.15719137
1561,9802580.06,13857186.531725187,5747973.588274815,10414417.03,15085715.696824707,5743118.363175292,10602874.37,15162934.392067984,6042814.347932014,9691786.66,13695470.274507662,5688103.045492338,9338810.0,13342507.14186751,5335112.858132491,10537361.22,15321342.799198328,5753379.640801674,9425181.75,13992038.886941547,4858324.613058453
1571,11103350.93,15560640.29540069,6646061.564599308,10607705.44,15150179.407594705,6065231.472405294,10952736.5,15346137.284735955,6559335.715264046,10980515.83,15402898.185633406,6558133.474366595,10493777.12,14901928.316267323,6085625.923732676,10552790.6,15229384.507836018,5876196.6921639815,9472187.27,13959150.68506653,4985223.854933469
1581,11513594.09,16000050.334710203,7027137.845289796,11005802.16,15484716.561208922,6526887.758791079,12104435.22,16776550.472654756,7432319.967345245,11413750.49,15880780.344578512,6946720.635421489,10732833.64,15146969.972286228,6318697.307713774,10372495.23,14871927.658157751,5873062.801842249,9276012.35,13624710.938943792,4927313.761056207
1591,11033299.67,15681720.348083915,6384878.991916085,10905335.91,15521563.521103458,6289108.298896542,12215917.67,17047102.644712456,7384732.695287546,11020819.07,15648979.7337512,6392658.4062487995,10204540.43,14747225.31730787,5661855.5426921295,10560635.65,15182746.523228161,5938524.776771841,9180487.22,13603522.12434062,4757452.315659382
1601,10402143.09,14730629.528626084,6073656.651373914,10415981.75,14713151.33386427,6118812.16613573,12060246.68,16778414.174610853,7342079.185389145,10123205.05,14422351.153327558,5824058.946672442,9815066.79,14013494.012581466,5616639.567418532,10501396.61,14931982.542416496,6070810.677583503,8812086.23,12833609.945373472,4790562.51462653
1611,11157235.62,15696730.981959522,6617740.258040477,11016783.26,15814121.273857184,6219445.246142817,12390463.94,17421384.754882805,7359543.125117196,10857705.38,15333368.544383042,6382042.21561696,10304717.59,14562485.050383477,6046950.129616523,11189500.76,15913314.658048447,6465686.861951552,9450397.39,13864635.714993004,5036159.0650069965
1621,11794709.83,16571076.177874025,7018343.482125975,11201731.98,16147531.668591723,6255932.291408277,12800494.69,17923037.62991037,7677951.75008963,11457201.13,16198135.14691436,6716267.1130856415,10851925.77,15424265.216049066,6279586.323950933,11894972.92,16863705.558533996,6926240.2814660035,10981477.41,15721582.16408263,6241372.655917371
1631,13089946.87,18131632.585102964,8048261.154897034,12171889.35,17295160.329503845,7048618.370496154,13556304.18,18892945.112092495,8219663.247907503,12820390.01,17826482.99504072,7814297.02495928,12827497.54,17807217.77334343,7847777.306656567,12530238.57,17583344.568367712,7477132.571632289,11636626.7,16565018.311246753,6708235.088753245
1641,13512187.55,18828539.610203534,8195835.489796468,12888281.01,18175990.984812766,7600571.035187231,13684912.24,19090102.635564648,8279721.844435353,13210591.92,18478064.762390044,7943119.077609955,13297932.75,18540876.141224146,8054989.358775856,12643103.41,17696076.89806728,7590129.921932718,11434980.8,16395715.172615547,6474246.427384454
1651,14145947.1,19746438.19457291,8545456.005427089,13159955.38,18709602.682561334,7610308.0774386665,14686750.98,20519971.040124737,8853530.919875264,13860858.78,19480900.07620466,8240817.483795336,13669962.84,19233120.179574303,8106805.500425696,13056683.04,18586193.6367271,7527172.443272901,11880513.44,17291928.309245963,6469098.570754036
1661,13745274.21,19532617.585217137,7957930.834782865,12967102.48,18791129.028411716,7143075.931588285,13771387.83,19728980.062433664,7813795.597566335,13250694.71,19022903.969236366,7478485.450763634,13213637.75,18924523.703321546,7502751.796678455,12743538.94,18425749.546926346,7061328.333073654,11694531.65,17283674.74338759,6105388.556612409
1671,13583049.53,19273473.928488586,7892625.1315114135,12287873.79,17829325.044890914,6746422.535109083,13913322.5,19565933.694115624,8260711.305884374,12998739.55,18551992.4032173,7445486.696782699,13429962.33,19090472.34200982,7769452.31799018,12398758.65,17676170.291192595,7121347.008807407,11352960.25,16632510.609542985,6073409.8904570155
1681,13420586.91,19040335.67163197,7800838.148368033,12585354.52,18210460.504691564,6960248.535308434,13386713.87,18971577.7679774,7801849.972022595,13088282.02,18702397.325770643,7474166.7142293565,13329134.07,18925657.400731854,7732610.739268145,11417550.3,16205312.639841951,6629787.960158051,11642847.61,16884247.909014195,6401447.310985803
1691,13909550.68,20219185.32642517,7599916.03357483,13392523.33,19601782.088064577,7183264.571935423,13911389.18,20159270.05604308,7663508.3039569175,13626811.21,19851344.148615457,7402278.2713845465,13783161.56,20076984.47479015,7489338.645209852,12263055.69,17829353.25773081,6696758.122269187,12142755.78,17941147.199415598,6344364.3605844
1701,13987978.66,19979420.74238029,7996536.577619711,13355169.41,19270145.742678102,7440193.077321899,13880642.78,19847242.31903129,7914043.240968708,13710099.6,19545286.563912965,7874912.636087034,13697998.8,19674956.4374433,7721041.1625567,12447211.08,17434086.01666779,7460336.14333221,11745615.64,16913448.406379797,6577782.873620206
1711,13455047.23,19349323.7555919,7560770.704408104,12718326.38,18566439.006155528,6870213.753844474,13496356.74,19387906.01497809,7604807.465021912,12986466.77,18736053.5098498,7236880.030150196,13192223.32,19081612.33071776,7302834.30928224,12556709.35,17640355.77751717,7473062.92248283,11692317.42,16897369.759485316,6487265.080514684
1721,12161110.23,17542178.959814854,6780041.500185149,11839733.08,17135563.379516467,6543902.780483532,12289517.96,17735617.886286423,6843418.033713578,11962475.89,17326307.2488981,6598644.5311019,11787397.99,17137872.280615535,6436923.699384467,11367421.37,16207969.23074986,6526873.509250138,11236028.89,16341347.73729874,6130710.042701261
